staff_id,assignment_number,departure_date,return_date,assignment_country,pool,job_title,age_bracket,sex,first_departure
7801,1,2009-04-18,2009-08-08,CO,MD,MED RESP ACT,45,F,Not first departure
7802,1,2009-07-28,2009-10-31,CF,MD,MED PM,35,F,First departure
7802,2,2012-02-27,2012-07-31,KE,MD,MED TB SUPERVISOR,35,F,Not first departure
7803,1,2009-05-29,2009-10-03,LK,MD,MEDECIN,35,F,First departure
7804,1,2009-03-16,2009-05-23,NE,NON MEDICAL,NA,35,M,First departure
7804,2,2009-08-12,2010-02-19,KE,NON MEDICAL,NA,35,M,Not first departure
7804,3,2010-04-19,2010-08-05,HT,NON MEDICAL,NA,35,M,Not first departure
7805,1,2019-04-01,2019-04-15,NE,NON MEDICAL,MIO UNIFIELD FIN,45,F,First departure
7806,1,2009-10-13,2010-04-16,CF,NON MEDICAL,LOG ADMIN,45,M,"First departure, relevant experience"
7806,2,2010-08-15,2010-09-24,TD,NON MEDICAL,LOG,55,M,Not first departure
7806,3,2011-04-18,2011-06-21,CD,NON MEDICAL,LOG VACCI,55,M,Not first departure
7806,4,2011-11-03,2012-05-25,ET,NON MEDICAL,LOG PROJECT,55,M,Not first departure
7806,5,2012-11-12,2013-05-15,HT,NON MEDICAL,LOG PROJET TERRAIN,55,M,Not first departure
7806,6,2014-02-16,2014-05-07,MG,PROJECT COORDINATOR,COORDO PROJET,55,M,Not first departure
7806,7,2014-09-10,2015-09-07,CD,PROJECT COORDINATOR,COORDO PROJ,55,M,Not first departure
7806,8,2016-11-02,2017-03-01,ML,NON MEDICAL,RESPONSABLE EQUIPE LOG,55,M,Not first departure
7806,9,2017-04-24,2017-11-01,LB,NON MEDICAL,LOGCO,55,M,Not first departure
7806,10,2017-12-21,2018-01-25,LB,NON MEDICAL,LOGCO,55,M,Not first departure
7807,1,2011-07-15,2011-07-31,MI,NON MEDICAL,NA,55,M,"First departure, relevant experience"
7807,2,2011-08-01,2011-09-09,CI,NON MEDICAL,INFORMATICIEN,55,M,Not first departure
7807,3,2011-11-20,2011-12-20,MW,NON MEDICAL,VISITE IT 2011,55,M,Not first departure
7807,4,2012-01-05,2012-02-09,ET,NON MEDICAL,VISIT IT,55,M,Not first departure
7807,5,2012-04-18,2012-06-12,HT,NON MEDICAL,VISIT IT,55,M,Not first departure
7807,6,2015-08-17,2017-11-10,UG,NON MEDICAL,COORDO TECH REGIONAL IT,55,M,Not first departure
7807,7,2017-11-11,2018-07-31,KE,NON MEDICAL,COORDO TECH REGIONAL,55,M,Not first departure
7808,1,2009-08-17,2010-03-12,CF,NURSE,INF HOSTO,35,F,First departure
7808,2,2010-05-12,2010-10-07,SS,NURSE,NURSE TFC,35,F,Not first departure
7808,3,2010-11-07,2011-02-17,HT,NURSE,INF 1,35,F,Not first departure
7808,4,2012-04-25,2012-10-28,CF,NURSE,RESP SOINS INFIRMIERS,35,F,Not first departure
7808,5,2013-02-25,2013-03-04,CG,NURSE,INF CHOLERA POINTE NOIRE 2013,35,F,Not first departure
7808,6,2013-03-05,2013-05-21,CG,NURSE,INF,35,F,Not first departure
7808,7,2014-01-09,2014-02-01,CD,DEPUTY MEDCO,COORDO VACCI 001 SUPP,35,F,Not first departure
7808,8,2014-02-02,2014-05-28,CD,NURSE,INF HGR KONGOLO,35,F,Not first departure
7808,9,2015-01-15,2015-07-10,ET,NURSE,HEAD NURSE,45,F,Not first departure
7809,1,2009-06-15,2009-07-20,NG,GAS,CHIR,45,M,First departure
7809,2,2010-12-14,2011-01-20,PK,GAS,CHIR,45,M,Not first departure
7810,1,2009-03-31,2009-05-08,NG,MD,MD CASE MGMT FM,35,F,"First departure, relevant experience"
7811,1,2009-09-30,2010-01-29,CF,NON MEDICAL,ADMIN TERRAIN,35,F,First departure
7812,1,2009-06-03,2009-12-01,ML,NON MEDICAL,ADMINISTRATEUR,35,F,First departure
7813,1,2009-07-01,2010-11-19,PI,NON MEDICAL,COORDO RH & FINANCE,35,M,"First departure, relevant experience"
7813,2,2011-04-11,2012-04-13,KE,NON MEDICAL,COFIRH,35,M,Not first departure
7814,1,2009-06-18,2009-09-13,LK,MD,DOCTOR 5,35,F,First departure
7814,2,2010-11-29,2011-04-14,CF,MD,MED PM,35,F,Not first departure
7814,3,2016-11-07,2016-11-17,JO,GAS,MED ANESTH PEDIA,35,F,Not first departure
7814,4,2016-11-20,2016-12-23,HT,GAS,ANESTHESISTE,35,F,Not first departure
7814,5,2017-01-15,2017-02-17,AF,GAS,ANESTH SUPPORT,35,F,Not first departure
7814,6,2018-06-08,2018-06-25,BI,MD,NA,45,F,Not first departure
7815,1,2009-07-06,2010-02-04,PI,PROJECT COORDINATOR,RT,35,M,"First departure, relevant experience"
7816,1,2009-09-08,2009-09-26,LK,GAS,ANEST. DOCTOR 1,45,M,First departure
7816,2,2010-03-22,2010-04-11,NG,GAS,ANESTH,45,M,Not first departure
7816,3,2011-02-17,2011-03-06,CD,GAS,MED ANESTH REMPLA,45,M,Not first departure
7817,1,2009-08-25,2010-03-01,CF,NON MEDICAL,LOG APPRO CAPITAL,35,M,First departure
7817,2,2010-03-30,2010-06-02,HT,NON MEDICAL,LOG DISTRIB PM,35,M,Not first departure
7817,3,2010-08-25,2010-09-30,PK,NON MEDICAL,LOG SUPPLY,35,M,Not first departure
7817,4,2010-10-01,2010-11-21,TD,NON MEDICAL,LOG PROJET  CHOLERA,35,M,Not first departure
7817,5,2010-12-15,2011-01-06,CG,NON MEDICAL,LOG VACCI ROUGEOLE,35,M,Not first departure
7817,6,2011-02-14,2011-07-13,CD,NON MEDICAL,LOG,35,M,Not first departure
7817,7,2011-10-31,2012-04-30,HT,NON MEDICAL,LOG PROJET TERRAIN,35,M,Not first departure
7817,8,2012-06-13,2012-09-15,CD,NON MEDICAL,LOGISTICIEN SUP,35,M,Not first departure
7818,1,2010-06-24,2010-07-23,SD,PROJECT COORDINATOR,NA,35,F,"First departure, relevant experience"
7818,2,2011-01-19,2011-04-01,HT,PROJECT COORDINATOR,NA,35,F,Not first departure
7818,3,2012-02-29,2012-06-04,CD,PROJECT COORDINATOR,COORDO PROJET,35,F,Not first departure
7819,1,2009-05-06,2009-06-28,BF,MD,PARMA MED PM,35,F,First departure
7819,2,2009-07-13,2009-10-14,SS,MD,MED OPD,35,F,Not first departure
7819,3,2011-01-05,2011-03-07,CD,MD,MED CASE MANAGEMENT,35,F,Not first departure
7819,4,2011-05-02,2011-09-15,ML,MD,MED  PED  HOSPI,35,F,Not first departure
7819,5,2012-02-20,2012-05-04,SS,MTL,HOSPITAL MANAGER,35,F,Not first departure
7819,6,2012-08-02,2012-10-05,SS,MD,PEDIA/NEO NAT ASSESSMENT,35,F,Not first departure
7819,7,2012-12-27,2013-05-29,ET,MD,BAMBASI MED,35,F,Not first departure
7819,8,2014-06-30,2014-08-15,SS,MD,00 - MED,35,F,Not first departure
7820,1,2009-11-12,2009-12-17,NG,MD,MED PM,35,F,First departure
7820,2,2009-12-22,2010-03-27,CF,MD,MED REF,35,F,Not first departure
7821,1,2009-04-07,2009-07-17,PK,NURSE,MEDICAL  EXP,35,F,Not first departure
7821,2,2019-02-01,2020-02-01,JO,NON MEDICAL,DEPUTY HEAD OF MISSION,45,F,Not first departure
7822,1,2009-04-05,2009-04-29,BF,MD,MED EXP  CASE MANAGEMENT,55,F,Not first departure
7822,2,2010-03-22,2010-04-25,TD,MD,MED CASE MGMT 2,55,F,Not first departure
7823,1,2009-04-06,2010-11-29,FR1,MD,MEDECIN 2,35,F,First departure
7823,2,2010-12-14,2011-06-18,HT,MD,MED URG,35,F,Not first departure
7823,3,2011-11-24,2012-04-16,CI,MD,MED REF GUIGLO,35,F,Not first departure
7824,1,2009-04-01,2009-04-21,BF,NON MEDICAL,NA,45,M,Not first departure
7824,2,2009-10-07,2010-03-17,CD,NURSE,NA,45,M,Not first departure
7825,1,2009-04-08,2009-09-18,PI,OTHER,PSYCHOLOGUE 3,45,F,First departure
7825,2,2009-12-01,2010-08-31,JO,OTHER,PSY,45,F,Not first departure
7826,1,2006-06-01,2006-11-01,ID,PROJECT COORDINATOR,NA,45,M,Not first departure
7826,2,2009-05-25,2010-08-10,LK,NON MEDICAL,HOM MED,45,M,Not first departure
7826,3,2010-08-12,2012-05-01,UG,NON MEDICAL,CHEF DE MISSION,45,M,Not first departure
7827,1,2009-08-31,2010-02-05,LK,MD,DOCTOR 3,35,F,First departure
7828,1,2009-04-06,2009-10-08,CD,NON MEDICAL,NA,35,M,First departure
7829,1,2009-07-27,2009-08-28,YE,GAS,ANESTHESISTE,45,M,First departure
7829,2,2010-11-22,2010-12-02,HT,GAS,MED ANEST FORMATION,45,M,Not first departure
7829,3,2011-01-11,2011-01-31,PK,GAS,ANESTH,45,M,Not first departure
7829,4,2011-12-30,2012-01-19,PI,GAS,MED ANEST,45,M,Not first departure
7829,5,2014-10-18,2014-11-14,CD,GAS,MED ANESTH SUPPORT 18 OCTOBRE,45,M,Not first departure
7829,6,2018-03-05,2018-03-29,CF,GAS,MED ANESTHESISTE,55,M,Not first departure
7830,1,2009-06-26,2010-01-02,CD,MIDWIFE,SAGE FEM,35,F,First departure
7831,1,2009-04-06,2009-06-09,BF,PROJECT COORDINATOR,PARMA PC SF,35,F,Not first departure
7831,2,2009-09-28,2009-11-15,CF,MIDWIFE,SAGE FEMME EVAL,35,F,Not first departure
7832,1,2009-04-05,2009-05-24,NE,NON MEDICAL,NA,35,M,First departure
7832,2,2009-10-28,2010-07-27,NE,NON MEDICAL,NA,35,M,Not first departure
7833,1,2009-06-28,2009-12-24,GE,MD,MED PM,65,F,First departure
7833,2,2010-03-11,2010-09-01,MW,MD,MEDECIN HOSPITAL,65,F,Not first departure
7834,1,2010-01-06,2011-01-18,KH,NURSE,INF SUPERVISOR TB,35,F,First departure
7834,2,2011-03-24,2011-10-04,NG,NURSE,PH NURSE/MW,35,F,Not first departure
7834,3,2012-01-22,2012-05-02,SS,NURSE,INF OPD,35,F,Not first departure
7834,4,2012-07-21,2013-05-17,KH,NURSE,NURSE DECENTRALISATION 1,35,F,Not first departure
7835,1,2009-05-13,2009-09-24,KE,NON MEDICAL,ADMINISTRATOR,55,F,First departure
7835,2,2009-09-25,2010-04-04,KE,NON MEDICAL,COORDINATEUR SUPPLY UNIT,55,F,Not first departure
7835,3,2010-07-05,2010-08-04,NG,NON MEDICAL,LOG AUDIT,55,F,Not first departure
7835,4,2010-11-01,2011-04-30,HT,NON MEDICAL,COFIN,55,F,Not first departure
7835,5,2011-05-20,2011-05-27,HT,NON MEDICAL,SUPPORT COFIN CAC,55,F,Not first departure
7835,6,2011-06-22,2011-07-31,CI,NON MEDICAL,COFIRH,55,F,Not first departure
7835,7,2011-10-10,2011-11-15,PH,NON MEDICAL,COFIRH,55,F,Not first departure
7835,8,2011-11-16,2011-11-21,MI,NON MEDICAL,NA,55,F,Not first departure
7835,9,2011-11-22,2011-12-23,SS,NON MEDICAL,COFIRH,55,F,Not first departure
7835,10,2012-01-03,2012-03-04,PH,PROJECT COORDINATOR,PC,55,F,Not first departure
7835,11,2012-03-19,2012-06-17,MR,NON MEDICAL,COFIRH,55,F,Not first departure
7835,12,2012-06-18,2012-08-27,MR,NON MEDICAL,COORDO,55,F,Not first departure
7835,13,2012-09-16,2012-10-01,MI,NON MEDICAL,NA,55,F,Not first departure
7835,14,2012-12-03,2013-06-30,SS,PROJECT COORDINATOR,PC,55,F,Not first departure
7835,15,2013-09-30,2016-04-30,KE,OTHER,RT,55,F,Not first departure
7835,16,2016-11-28,2017-01-31,FR1,PROJECT COORDINATOR,PC EXPLO PARIS,65,F,Not first departure
7835,17,2017-02-01,2019-12-31,FR1,NON MEDICAL,CDM FRANCE,65,F,Not first departure
7836,1,2009-04-06,2009-05-05,NE,NON MEDICAL,NA,55,M,First departure
7836,2,2009-08-29,2009-10-08,ET,NON MEDICAL,NA,55,M,Not first departure
7837,1,2009-04-09,2009-05-20,NG,NON MEDICAL,LOG VACC 1,35,M,"First departure, relevant experience"
7838,1,2009-07-14,2009-10-07,LK,GAS,CHIR,65,F,First departure
7839,1,2009-06-15,2010-06-18,CN,NON MEDICAL,ADMINISTRATEUR,65,F,First departure
7839,2,2010-09-15,2011-06-25,ET,NON MEDICAL,COORDO FIN RH,65,F,Not first departure
7839,3,2016-01-26,2016-07-30,LR,NON MEDICAL,COORDO FINANCES RH,65,F,Not first departure
7839,4,2017-02-08,2018-02-12,PH,NON MEDICAL,COFIRH,65,F,Not first departure
7840,1,2009-04-14,2009-05-31,MZ,DEPUTY MEDCO,NA,35,F,First departure
7840,2,2009-10-19,2009-11-30,MX,NON MEDICAL,NA,35,F,Not first departure
7841,1,2009-04-15,2009-05-17,GN,PROJECT COORDINATOR,NA,45,F,Not first departure
7841,2,2009-05-18,2009-10-20,GN,NON MEDICAL,NA,45,F,Not first departure
7842,1,2009-07-06,2009-08-20,NG,GAS,CHIR,65,M,First departure
7843,1,2010-01-04,2010-06-01,BF,NON MEDICAL,LOG,35,F,First departure
7844,1,2009-05-01,2010-11-05,NG,NON MEDICAL,R.T.L,35,M,"First departure, relevant experience"
7845,1,2009-05-18,2009-06-15,CD,GAS,INF ANEST,45,M,First departure
7845,2,2010-01-19,2010-02-07,HT,GAS,INF ANESTH,45,M,Not first departure
7845,3,2011-06-06,2011-07-09,HT,GAS,INF AN,45,M,Not first departure
7846,1,2011-02-07,2011-06-30,SZ,NON MEDICAL,NA,35,F,"First departure, relevant experience"
7847,1,2014-09-03,2015-09-03,IR,PROJECT COORDINATOR,PROJECT COORDO,45,F,Not first departure
7847,2,2018-12-04,2019-02-27,UG,MTL,MTL KASESE,45,F,Not first departure
7848,1,2009-04-27,2009-07-26,HT,NON MEDICAL,DATA MANAGER EXPERT,45,F,First departure
7848,2,2012-11-26,2013-12-01,AM,NON MEDICAL,COFINRH,55,F,Not first departure
7849,1,2009-05-04,2009-09-07,CD,PROJECT COORDINATOR,RT,35,M,"First departure, relevant experience"
7849,2,2009-10-05,2011-06-30,PK,NON MEDICAL,HOM,35,M,Not first departure
7850,1,2009-04-26,2011-02-03,KH,PROJECT COORDINATOR,RESP TERRAIN,35,M,Not first departure
7850,2,2012-06-11,2012-12-19,PK,PROJECT COORDINATOR,PC,45,M,Not first departure
7850,3,2015-11-03,2016-05-03,IQ,PROJECT COORDINATOR,PROJECT COORDINATOR,45,M,Not first departure
7851,1,2009-09-22,2010-04-24,YE,NON MEDICAL,LOG BAQIM,45,M,"First departure, relevant experience"
7851,2,2012-04-16,2012-07-31,SO,NON MEDICAL,LOGISTICIEN,45,M,Not first departure
7851,3,2012-09-10,2013-08-23,UG,NON MEDICAL,COORDINATEUR LOGISTIC,45,M,Not first departure
7852,1,2010-01-05,2010-07-04,SS,NON MEDICAL,LOG SUPPLY BASE,35,M,First departure
7852,2,2010-11-02,2011-05-14,MG,NON MEDICAL,LOG PROJET,35,M,Not first departure
7852,3,2011-10-15,2012-06-11,PG,NON MEDICAL,LOGADMIN,35,M,Not first departure
7852,4,2012-11-12,2013-05-13,SS,NON MEDICAL,FIELD LOGISTICIAN,35,M,Not first departure
7852,5,2013-10-15,2015-01-07,HT,NON MEDICAL,LOG PROJET TERRAIN,35,M,Not first departure
7852,6,2015-05-11,2015-06-30,CD,NON MEDICAL,LOG PROJET,45,M,Not first departure
7852,7,2015-07-01,2015-08-08,CD,PROJECT COORDINATOR,RT,45,M,Not first departure
7852,8,2016-05-11,2017-03-06,YE,NON MEDICAL,SUPPLY COORDO SEA,45,M,Not first departure
7852,9,2018-01-08,2019-01-10,HT,NON MEDICAL,COORDINATEUR LOGISTIQUE,45,M,Not first departure
7853,1,2010-02-01,2010-02-28,HT,NURSE,INF POST-OP PM 2,45,F,First departure
7853,2,2010-03-01,2010-03-20,HT,NURSE,INF AMBU,45,F,Not first departure
7853,3,2010-12-06,2010-12-27,HT,NURSE,INF 2,45,F,Not first departure
7854,1,2011-03-04,2011-03-17,YE,GAS,CHIR,55,M,First departure
7855,1,2010-10-04,2010-11-15,NG,GAS,INF ANESTH,45,F,Not first departure
7855,2,2013-04-08,2013-05-01,SY,GAS,MED ANESTH,45,F,Not first departure
7855,3,2013-09-01,2013-09-20,SY,GAS,MED ANESTH,45,F,Not first departure
7855,4,2015-12-10,2016-01-03,NG,GAS,ANESTH,45,F,Not first departure
7856,1,2009-06-03,2009-07-22,LK,GAS,CHIR,45,F,First departure
7857,1,2009-10-14,2010-04-29,TD,NON MEDICAL,COFIN,35,F,First departure
7858,1,2009-05-05,2009-06-16,LK,NURSE,OT NURSE 2,65,F,Not first departure
7859,1,2009-05-04,2009-07-17,BI,NON MEDICAL,NA,35,F,"First departure, relevant experience"
7859,2,2009-09-15,2010-09-17,CD,NON MEDICAL,NA,35,F,Not first departure
7859,3,2010-10-25,2010-11-26,HT,NON MEDICAL,NA,35,F,Not first departure
7859,4,2011-03-29,2011-07-15,HT,NON MEDICAL,NA,35,F,Not first departure
7859,5,2011-10-02,2012-04-06,AF,NON MEDICAL,NA,35,F,Not first departure
7859,6,2012-06-28,2013-03-16,AF,NON MEDICAL,NA,35,F,Not first departure
7860,1,2008-08-13,2008-12-25,ET,MD,NA,35,M,Not first departure
7860,2,2009-05-24,2009-09-01,SS,MD,MED TFC/OPD,35,M,Not first departure
7860,3,2009-10-17,2011-05-02,AM,MD,MED TB REF,35,M,Not first departure
7860,4,2011-05-03,2011-08-17,AM,MEDCO,MEDICAL COORDINATOR,35,M,Not first departure
7860,5,2014-05-20,2015-12-07,PG,MEDCO,MEDICAL COORDINATOR,35,M,Not first departure
7860,6,2016-02-01,2017-01-16,KH,MEDCO,COORDINATEUR MED,45,M,Not first departure
7861,1,2010-01-29,2010-05-02,HT,NURSE,INF POST-OP PM 1,35,F,First departure
7861,2,2011-01-26,2011-02-21,CD,NURSE,INF VACCI 2,35,F,Not first departure
7862,1,2009-06-02,2009-08-31,SS,GAS,GYNECO-OBS,55,F,First departure
7862,2,2010-11-12,2010-12-21,NG,GAS,GYN / OBS,55,F,Not first departure
7863,1,2009-11-17,2010-06-25,BF,NON MEDICAL,ADMIN TERRAIN,35,M,First departure
7863,2,2010-09-12,2010-12-21,CG,NON MEDICAL,ADMIN SUPPORT,35,M,Not first departure
7863,3,2011-04-27,2011-05-31,CI,NON MEDICAL,ADMIN TERRAIN,35,M,Not first departure
7863,4,2011-06-01,2011-08-05,CI,NON MEDICAL,ADMIN TERRAIN,35,M,Not first departure
7863,5,2011-09-18,2013-03-05,ML,NON MEDICAL,ADMINISTRATEUR,35,M,Not first departure
7863,6,2014-01-06,2014-04-16,BF,NON MEDICAL,REFERENT ADMIN PAYS,35,M,Not first departure
7863,7,2014-04-30,2015-01-19,NG,NON MEDICAL,FIELD ADMIN,35,M,Not first departure
7864,1,2009-05-13,2009-06-18,CD,GAS,CHIR 2,65,M,First departure
7865,1,2009-07-04,2010-01-04,KE,NON MEDICAL,LOG,45,F,First departure
7866,1,2009-06-28,2011-01-28,MW,MEDCO,COORDINATEUR MED,45,M,"First departure, relevant experience"
7866,2,2011-05-01,2011-05-22,MW,MEDCO,COORDINATEUR MED,45,M,Not first departure
7866,3,2011-07-28,2011-11-13,SO,MEDCO,E.MEDCO,45,M,Not first departure
7866,4,2011-12-03,2012-01-31,SO,PROJECT COORDINATOR,FIELD CO IDP'S,45,M,Not first departure
7866,5,2012-03-06,2012-05-02,NG,PROJECT COORDINATOR,COORDO,45,M,Not first departure
7866,6,2012-05-03,2012-07-29,SY,MEDCO,COORDO MEDICAL,45,M,Not first departure
7866,7,2012-12-15,2013-03-23,SY,MEDCO,COORDO MEDICAL,45,M,Not first departure
7866,8,2013-11-18,2013-12-01,SY,NON MEDICAL,SUPPORT COORDO,45,M,Not first departure
7866,9,2013-12-02,2014-01-02,JO,PROJECT COORDINATOR,PROJECT COORDINATOR,45,M,Not first departure
7866,10,2016-01-10,2016-03-28,SY,OTHER,COACH MEDICAL COORDINATOR,45,M,Not first departure
7867,1,2009-07-14,2009-10-22,IQ,NURSE,INFECTION CONTROL NURSE,65,F,"First departure, relevant experience"
7867,2,2009-10-23,2010-01-13,JO,NURSE,NURSE TRAINER,65,F,Not first departure
7868,1,2009-05-27,2009-12-14,TD,MD,MED TERRAIN XP,35,M,Not first departure
7868,2,2011-01-10,2012-01-10,TD,MEDCO,MEDCO,45,M,Not first departure
7869,1,2009-06-22,2009-09-25,LK,MD,DOCTOR 3,45,M,First departure
7870,1,2009-05-28,2009-06-28,PK,MD,MED FEMALE,45,F,Not first departure
7871,1,2009-07-24,2010-11-22,CN,PROJECT COORDINATOR,RT,65,F,Not first departure
7872,1,2009-06-05,2009-11-23,YE,MD,MEDECIN,35,F,First departure
7872,2,2009-11-24,2009-12-08,NG,MD,MED,35,F,Not first departure
7873,1,2009-06-04,2009-07-03,YE,GAS,CHIRURGIEN,65,F,First departure
7874,1,2007-06-01,2007-12-01,PI,NA,NA,55,F,First departure
7875,1,2009-08-06,2009-10-26,PK,NURSE,NURSE HOSPIT,35,M,Not first departure
7876,1,2009-05-28,2009-06-12,NG,GAS,CHIR ORTHO,45,M,First departure
7877,1,2009-10-08,2010-04-19,GE,NURSE,TB NURSE,35,F,First departure
7877,2,2011-01-04,2011-01-25,NG,NURSE,KATSINA CASE MGMT NURSE 1,35,F,Not first departure
7878,1,2009-05-17,2009-12-02,SD,NON MEDICAL,NA,35,F,"First departure, relevant experience"
7878,2,2012-06-11,2013-02-01,CM,NON MEDICAL,NA,35,F,Not first departure
7879,1,2009-06-19,2009-07-21,LK,GAS,SURGEON 1,55,M,First departure
7879,2,2010-11-01,2010-12-06,NG,GAS,CHIR,55,M,Not first departure
7880,1,2009-06-07,2009-09-07,LK,MD,DOCTOR 2,35,M,First departure
7881,1,2009-07-13,2010-04-16,CN,OTHER,COUNSELLOR,35,F,Not first departure
7882,1,2009-05-28,2009-09-10,LK,GAS,ANEST. DOCTOR 2,35,F,First departure
7882,2,2009-10-26,2009-12-09,NG,GAS,ANESTH,35,F,Not first departure
7883,1,2009-05-25,2009-10-02,CD,PROJECT COORDINATOR,NA,45,F,"First departure, relevant experience"
7883,2,2009-12-15,2009-12-16,KG,NON MEDICAL,NA,45,F,Not first departure
7884,1,2009-08-07,2009-09-09,NG,GAS,CHIR ORTHO,65,M,First departure
7884,2,2010-03-10,2010-04-05,HT,GAS,CHIR ORTHO 3,65,M,Not first departure
7885,1,2009-06-10,2009-08-28,NG,NON MEDICAL,ARCHITECTE,35,M,First departure
7886,1,2009-05-20,2009-06-14,SS,GAS,GYNECO-OBS,45,M,First departure
7887,1,2009-05-20,2009-06-06,SS,GAS,ANESTHESISTE,45,M,First departure
7888,1,2009-01-09,2009-02-09,PI,GAS,CHIR ORTHOPEDISTE,65,M,First departure
7889,1,2009-06-08,2009-06-30,CD,GAS,INF ANEST,45,F,First departure
7889,2,2011-10-24,2011-11-18,HT,GAS,NA,45,F,Not first departure
7889,3,2016-09-16,2016-10-15,CF,GAS,ANESTESISTHE 2 URGENCE DECEMBRE,55,F,Not first departure
7890,1,2009-05-27,2009-11-14,CF,NON MEDICAL,NA,35,F,"First departure, relevant experience"
7891,1,2009-06-22,2009-12-22,PI,OTHER,PSYCHOLOGUE,35,F,First departure
7892,1,2010-01-15,2010-06-24,SS,NON MEDICAL,ADMIN,35,F,First departure
7892,2,2010-11-15,2011-04-12,HT,NON MEDICAL,CORH,35,F,Not first departure
7892,3,2012-10-01,2013-07-02,MW,NON MEDICAL,FIELD ADMIN,35,F,Not first departure
7892,4,2014-08-28,2014-11-21,GN,NON MEDICAL,NA,35,F,Not first departure
7892,5,2015-01-04,2015-03-29,GN,NON MEDICAL,NA,35,F,Not first departure
7892,6,2015-06-14,2015-11-25,MG,NON MEDICAL,NA,35,F,Not first departure
7892,7,2017-11-30,2018-01-30,CF,NON MEDICAL,NA,45,F,Not first departure
7893,1,2009-07-29,2009-08-29,LK,GAS,SURGEON 1,65,M,Not first departure
7893,2,2010-09-26,2010-11-07,YE,GAS,CHIR,65,M,Not first departure
7893,3,2011-10-14,2011-11-14,PK,GAS,CHIR,65,M,Not first departure
7893,4,2012-07-24,2012-08-18,CF,GAS,CHIRURGIE,65,M,Not first departure
7893,5,2014-03-03,2014-03-31,CF,GAS,CHIRURGIE,65,M,Not first departure
7894,1,2009-05-25,2009-06-25,MM,NON MEDICAL,NA,45,M,"First departure, relevant experience"
7895,1,2009-05-15,2009-08-15,UG,MD,MD TB PM,35,M,"First departure, relevant experience"
7895,2,2012-12-02,2013-07-19,YE,MTL,HOSPITAL DIRECTOR,45,M,Not first departure
7895,3,2014-01-01,2014-03-05,SS,MTL,MEDICAL REFERENT,45,M,Not first departure
7895,4,2014-03-06,2014-06-29,SS,DEPUTY MEDCO,DEPUTY MEDCO,45,M,Not first departure
7895,5,2014-06-30,2014-08-26,ET,DEPUTY MEDCO,DPTY COMED BASED ADDIS,45,M,Not first departure
7896,1,2009-05-27,2009-06-15,LK,MD,DOCTOR 1,35,F,Not first departure
7897,1,2009-05-31,2009-07-02,LK,NURSE,NURSE HOSPIT 2,35,F,Not first departure
7898,1,2009-07-06,2009-10-06,CF,MD,MED PM,45,M,First departure
7898,2,2010-09-15,2010-11-15,YE,MD,MED REFERENT,45,M,Not first departure
7899,1,2009-06-11,2009-11-18,PI,OTHER,PSY 3,35,F,"First departure, relevant experience"
7899,2,2010-01-04,2010-03-31,CD,OTHER,NA,35,F,Not first departure
7899,3,2011-02-23,2011-05-17,PK,OTHER,NA,45,F,Not first departure
7899,4,2011-06-14,2011-07-20,CI,OTHER,NA,45,F,Not first departure
7900,1,2009-06-01,2009-09-19,HT,GAS,CHIR DETACHEMENT,45,M,"First departure, relevant experience"
7900,2,2012-11-25,2013-01-05,CF,GAS,CHIRURGIE,55,M,Not first departure
7900,3,2013-01-06,2013-03-29,ML,GAS,CHIRURGIEN,55,M,Not first departure
7900,4,2013-06-22,2014-06-20,HT,MD,ADJ DIR MED CHIR,55,M,Not first departure
7900,5,2014-07-18,2014-09-04,CF,GAS,CHIRURGIE,55,M,Not first departure
7900,6,2014-09-15,2014-11-10,CD,GAS,CHIR REMPLA CP  11/08,55,M,Not first departure
7900,7,2014-11-20,2014-12-28,ML,GAS,CHIRURGIEN,55,M,Not first departure
7900,8,2015-01-16,2015-03-05,ML,GAS,CHIRURGIEN,55,M,Not first departure
7900,9,2015-04-07,2015-04-22,CF,GAS,CHIRURGIEN URGENCE DECEMBRE,55,M,Not first departure
7900,10,2015-04-23,2015-06-24,CD,GAS,COACH SUP CHIRURGIEN,55,M,Not first departure
7901,1,2012-10-28,2013-05-03,ML,NURSE,INFIRMIER CESREF,35,F,"First departure, relevant experience"
7901,2,2014-08-04,2014-10-31,ET,NURSE,NURSE 2 IPD,35,F,Not first departure
7902,1,2010-02-04,2010-02-09,CF,NURSE,INF OPD,35,F,First departure
7902,2,2010-02-10,2010-07-22,CF,NURSE,INF AMBU,35,F,Not first departure
7903,1,2009-06-08,2010-03-06,CD,NON MEDICAL,NA,45,M,First departure
7904,1,2009-06-04,2009-07-02,PK,OTHER,PHARMACIEN,35,F,First departure
7905,1,2009-06-10,2009-09-21,LK,GAS,SURGEON,45,M,First departure
7905,2,2010-02-15,2010-04-23,LK,GAS,CHIR,45,M,Not first departure
7905,3,2011-02-11,2011-03-09,YE,GAS,CHIR,45,M,Not first departure
7905,4,2011-03-25,2011-04-12,YE,GAS,CHIR URGENCE SANAA,45,M,Not first departure
7905,5,2011-06-09,2011-07-11,YE,GAS,CHIR,45,M,Not first departure
7905,6,2013-07-12,2013-08-05,SY,GAS,SURGEON,45,M,Not first departure
7906,1,2009-06-15,2009-09-20,UG,OTHER,PHARM,35,F,Not first departure
